text,time
뉴진스 화이팅❤❤❤❤❤,6개월 전
아 진짜 잣같은 자회사(하이브)만나서 이게 무슨고생이야  고용노동부도 마찬가지야!!!버니즈가 응원하고 뉴진스는 할머니될때까지 최고의 걸그룹을 유지할것이다,6개월 전(수정됨)
"bts가 과연 재계약을 할까…?
이게 제일 궁금함..",6개월 전
"객관적으로봐도...어도어와뉴진스 관계에서 법리적으로...이길수없음...
인사못받은거/무시해란소리듣기/하이브에서나온문건/그걸로...이길수있었으면...JYJ는 Sm으로부터 한100억씩받고나왔어야함",6개월 전
지금까지 해온걸 보면 앞으로 어려워도 잘 헤쳐 나갈거 같네요 응원합니다,6개월 전
"어둠은 빛을 절대 이길 수 없다!!!
무조건 빛이 이긴다!!!",6개월 전
결말은 위약금 6천억 얻어맞고.트롯가수로 전향할듯 하네,6개월 전
전자신문의 최현정 맞나요,6개월 전
"탈하이브 짭도어, 뉴진스 네버다이",6개월 전
응원해 사랑해 뉴진스 네버 다이 💗,6개월 전
"이해하셨나요? 되묻는 민지씨 태도 불쾌하네요. 😅 기자들이 바보라서 물어봅니까. 불편한 질문은 다피하니까 그런거죠. 이런태도는 기자를 무시하는거 아닌가요. 그냥 해지하겠다고하면 그게 되냐고 말입니다. 우리는 잘못이없어 위약금없이 계약해지 한다면서 활동은 또 계속 하겠다는게 말이되나요. 이 기자회견은 알맹이 없는 어그로성이고 기자들 다 낚인듯요.
😂 계약을해지한다 x 계약해지를 희망한다o 간단한걸 계속반복하네요.",6개월 전(수정됨)
기자회견이 뭔가 이상주의같은느낌이다... 떠난것도아닌데 떠났다고하는게,6개월 전
응원합니다,6개월 전
여론몰이로 계약해지가 정당화되진 않을텐데 너무 순진한 무대뽀다…,6개월 전
"캬, 영상 올라온지 얼마나 됐다고 하이브산 알바분들이 판을 치시는구만",6개월 전
"얘네 얘기하는거 보면 사실을제대로 모르네 그렇게들었다 그렇게알고있다 이렇게말하는거보면 민희진이 시키는대로 하는걸로 보인다 법률적인문제도 정리 안되었고 거취문제도 모르면서 이렇게 기자회견한건 생각이없는행동 이거나 누군가 배후가있다는건데 안타깝구만
판결문 나오면 알수있겠지 위약금 + 손해배상까지 하면되니까  수고해라 잘가 뉴진스 ~^^",6개월 전(수정됨)
뉴진스 사랑해❤,6개월 전
째네 원래 쏘스뮤직 연습생이어서 민희진이 딴데서 사업시작했으문 민이랑 상관없는 애덜이었음,6개월 전
한명 빼고 다 쏘스 소속이었는데 민희진이 따로 만들었으면 저렇게 안됐음,6개월 전
이미했어요....앞으로2031년까지...,6개월 전
@ ?,6개월 전
​ @23오이야 군대있는 시간제외 5년했어요.ㅇ..ㅅㅂ,6개월 전
계약서안의 내용이 관건이겠지? 중요한건 민이 대표일때 뉴진스 전속계약서를 짯을텐데 만약 민이 그 내용까지 기획한거라면 ...대체 어디까지 내다본걸까 ㅎㅎ,6개월 전
@왕용-l9m  아무리그래도 회사인데 계약서를 혼자계획해서도장찍어는 불가능합니다...하이브에서자금100프로출현회사인데...법무팀은장식일까요,6개월 전
 @user-anna11101  걱정은 감사하나 무작정 비관적으로 볼필요는없음!,6개월 전
계약서대로 한댜는데 뭐가 불만이세요.,6개월 전
JYJ도 해지하고 잘 나왔죠? 뭔 ㅋㅋ,6개월 전
" @davidnoahjacob   JYJ는 계약상 20년씩잡혀있었고 마이너스정산서받았습니다
세금낼돈이없어서 sm으로부터가불받을정도임 법적으로
명백하게 강제스케줄이행 및 불합리한수익구조시스템입니다
뉴진스대우정도만받았어도 우리애들 
안나갔어요...ㅎ진심으로",6개월 전
현실은 이거지 ㅇㅇ..,6개월 전
님도 이해가 안되신듯ㅠ,6개월 전
이정도에 그러십니까ㅋㅋ 기자들이 우습죠?ㅎ 정치뉴스 보시면 혈압올라 뒤지실듯요.,6개월 전
혹시 하이브 기자 본인?,6개월 전
하이브가 주주간 계약을 어떻게 해지했더라? 기억력이 없으신가 ㅋㅋㅋ 내로남줄 시전하려고??,6개월 전
"저 어린나이에 그것도 압도적인 성공을 거둔 어린친구들이 이런 대접에 이런상황이 참 아이러니 하네 
앞으로의 선택들 항상 응원할거 같애 애들아 힘내 고생이 많다",6개월 전
하이브 하한가 고고고~~~~,6개월 전
"그냥 서로 깔끔하게 헤어지는게 좋을듯
방돼지가 욕심만 그득해서",6개월 전
Screw hybe,6개월 전
민지랑 해인이 멘탈 개쎈게 느껴진닼ㅋㅋㅋㅋㅋㅋ특히 해인이 또박또박 제일 어린데 말잘하네ㅜㅜ❤ 빡친것도 느껴짐,6개월 전
New jeans never die,6개월 전
그 거지같은 소굴에서 당장 나와야한다..,6개월 전
제발 다른 회사가서 콘서트 해주세요,6개월 전
뉴진스 네버다이♡,6개월 전
뉴진스 누나들 화이팅,6개월 전
민희진 대표가 잘못했네,6개월 전
뉴진스 누나들 해체 하지마세요,6개월 전
Newjeans Never Die!!,6개월 전
뉴진스가 있는곳이 어디든 상관없어 항상 응원하고 ❤❤❤❤❤,6개월 전(수정됨)
"방탄도 가즈아~~~
악의축 기업은 망해야 한다.",6개월 전
네버다이 뉴진스,6개월 전
너무 응원한다 정말루...❤,6개월 전
"댓글들 훈계 난리났네. 답답한 소리 좀 그만해라. 저 나이에 기업 상대로 저렇게 말하는 용기 자체가 대단한거다. 24년 한 해동안 활동만해도 모자란 시간에 참고 어떻게 잘 전달할지 신경쓰는 것도 엄청난 노력을 부은거다. 근데 뭔 어른이라 납시고 꿈을 짓밟고 현실을 살라고 ㅈㄹ이냐 지들도 못하는 걸 쟤들이 하고 있는데
쟤들도 단편적인 생각으로 했겠냐? 그러면 저렇게 몇년동안 못 참는다. 그거보다 더한 거 당하고 올라온 애들이라 알아서 각오하고 책임지겠지. 방구석 선생들 개많네
해린 다니엘 민지 하니 혜인 뉴진스 화이팅",6개월 전(수정됨)
에휴 이름은 건들지마라고 쫌.,6개월 전
인과응보. 예를들면 나르시스트 같은 악마와 싸울라면 진짜 나또한 악마가 되야야 하듯 엄청 긴 싸움이 될거같아여 그렇지만 기꺼이 응원합니다. 뉴진스 화이팅!,6개월 전
6000억 주면 깔금함 법적으로 문제없이 이행한거므로,6개월 전
 @BOMBOMM-r1l   내가 회사면 좋지만 아님 ㅠㅠ 방덕이거임,6개월 전
"ㅋㅋㅋ아직 안겪어봤으니 쎈척하는거지~~피말리는 법적 다툼과 세상언론의 시선 수많은  악플들....보통 사람들 경찰서나 법원 한번 다녀오는게 얼마나 피말리게 스트레스 받게 하는지 알까....
그냥 민씨의 계략 같음 내가 못먹으면 파토 내겠다는....본인은 손해볼일 없으니...애들과 어도어는 파탄~~",6개월 전
BTS next 🎉🎉🎉 HYBE is going bank off thus without money to pay for MHJ🎉🎉🎉,6개월 전
니같은애들이 더 뉴진스망치는거다,6개월 전
이젠 좀 조용하려나.,6개월 전
"아이고... 조금만참지....
뉴진스팬들이라면 안돼 해야하는데....
민희진 이랑같이가면 안돼는데...
베임 법적으로 인정하게돼는꼴인데...
지금 뉴진랑 민희진 이랑 가는길이틀린데....따로봐야하는데...
이거 어떡하냐......",6개월 전
"민희진 한테
뉴진스 이제 버려지겠구나....",6개월 전
"지들은 순종하고 살았어서 억울하고 자격지심을 느끼는 거예요
권력과 자본에 굴복하는 게 당연하다고 생각하는 하류 인생들.",6개월 전
 CanU2009 지켜봐라 ㅋㅋㅋㅋ 초딩무시하는 너보다 낫다,6개월 전
 CanU2009 댓글 꼬라지보니까 현생에서 많이 쳐맞아서 사상이 베베꼬엿네 힘내라,6개월 전
 CanU2009 엥? 초딩? 니 지능이 초딩?,6개월 전
 CanU2009 소송 안걸었는데?ㅋㅋㅋㅋ 혼자 뭘 보고있는거,6개월 전
방구석 알바들이 많아서 그래요^0^,6개월 전
바보는 용감하다,6개월 전
"얘는 진짜 뉴진스 팬일까???
휴,, 위약금이 최대 수천억,,
부분인정만 되어도 인당 몇백억인데
6시간을 못참아서 떡하니 계약위반을 해버리면,,,, 돈이 한두푼이니?? 6시간 인내가 그렇게 어렵냐???
하긴 돈이 나가든 빚을 지든
니돈 아니고 니빚 아니지",6개월 전
동덕진스 화이팅❤❤ 언니들이 지켜줄게!! ❤❤,6개월 전
용기인지  아님 인기 등에업고하는 객기인지  저 기자회견 기자들 반응보면 답나오지않냐?? 대부분  옹호기사쓰는 뉴스소속들 많던데  그사람들도 당황하는 분위기다,6개월 전
아직도 냉혹한 사회를 모르는 애들한테 따끔한 훈계를 주고싶은 일침병 걸린 어른들인듯 아니 애들이 잘못된거 바로잡겠는데 기특하다고 응원은 못할 망정ㅋㅋ,6개월 전
혹시 대단한 용기가 6천억 메꿔주나요??,6개월 전
​ @아우리-i2n ㅋㅋ민희진 나간게 뭐라고 급해서 6천억짜리 소송을 자초합니까ㅋㅋ 계약기간까지 버티면 알아서 하이브가 무너질텐데 ㅋㅋ 충분히 시간두고 뉴진스가 계약 해지할 만한 증거들을 모았으면 뉴진스한테 훨씬 유리하게 흘러가는 싸움인데 민희진 해임 2주만에 급하게 해지통보하는게 누가봐도 민씨한테 가스라이팅 당해서 저러는거 모르실까요? 뉴진스를 욕하고 훈수두는게 아니라 애들 용기를 미끼로 지 뒤에서 사리사욕 체우는 어른들을 욕하는거죠 민희진이 진짜 뉴진스 맘이고 뉴진스 생각했으면 지금 시점에 급하게 계약 해지하겠다는 뉴진스 말리고 확실한 때를 기다렸을겁니다.,6개월 전
​ @아우리-i2n 뭐가 잘못 됐나요?,6개월 전
"저멤버들을 나이로만 판단하는게 멍청한거 아닌가..
가진 부가 또래와 비교불가인데
사실상 변호사를 선임하는데 있어서 금전적 여유 차고 넘치니 기업과 다이다이가 가능하고..
결론은  나이를 떠나서 기업과 싸울만한 자금이 충분해서 싸울 수 있는거지..
일반인은 안되지.. 
일반인과 동일시 한다는거 자체가 멍청하단거",6개월 전
하다하다 용기도르 ㅋㅋㅋ,6개월 전
근데 하이브가 대체 뉴진스한테 안해준게 뭐임??;;,6개월 전
민희진...ㅉㅉㅉ,6개월 전
그래 계약 해지하고 위약금 내고 각자의 나라로 돌아 가면 되겠네... 법은 너희 편이 아니란다,6개월 전
민희진의 욕심으로 시작된 싸움에 애들만 힘들어지네요. 계약이라는것이 있는데 여론으로 어떻게 해보려고,6개월 전
하이브 댓글알바 ㄹㅇ ㅈㄴ 짜친다 ㄹㅇ 그리고 댓글알바들 댓글 보면 걍 딱 방돼지 수준임 어린 친구들 건드는 개이브는 제발 망했으면 좋겠다… 여자친구때 일어난 악몽이 뉴진스한테만이라도 절대 일어나질 않길….,6개월 전(수정됨)
응원합니다!!!,6개월 전
이 와중에도 뉴진스 잘한다는 놈들이 더 나쁜 놈들이다... 누가 봐도 지고 가는 싸움인데 기껏 몇년도 안되지만 그래도 고생해서 올라간 저 자리일텐데 그 기간이 너무 짧은건지 Girls can do anything 때문인지 정말 생각 없고 고생도 안해본 이야들이네. 저기에 여기를 곧 하이브 댓글 알바들이 차지한다는 댓글 쓴 네가 더 나빠 ㅎ,6개월 전
❤❤❤❤❤❤❤❤뉴진스 응원합이다 새판 짜면됩이다 월가애들이 민희진이 만든 사업자에 주식에 50조 투자할겁니다 이유는 뉴진스멤버들때뭉에❤❤❤❤❤❤,6개월 전
"뉴진스 네버다이 
청문회 참여 부탁드립니다",6개월 전
"에휴, 이 아이들아!! 세상은 너희들 생각만큼 호락호락 하지 않다.",6개월 전
애들이 아직 어려서 말도제대로 못하고 진행도 어버버하다고 욕하는데..잘하지못해도 본인들생각을 직접 말하는게 대견스럽지않냐? 사내에서 어떤대접받고 살았는지 뒤로듣기만해도 불쌍하더라 미니진아니엿으면 진짜 이정도 ㅁ소ㅓ올라오고 돈은 수백억 벌어다 하이브에 바쳤는데..뚱땡이는 그돈 르세뭔팜? 노래도 쳐못하는 뭐일렛인지..진짜 그것도 걸그룹이라고 만든게 뚱땡이방의 어리숙함이다,6개월 전
뉴진스 화이팅,6개월 전
목소리 비계 가득낀 남자 기자 맞나? 똑같은 답변 몇번을 하게 만드는거니 오죽하면 민지가 이해가 됐냐고 말했냐,6개월 전
뉴진스 힘내,6개월 전
뉴진스 사랑해❤❤❤❤,6개월 전
기획사대표가 ㅅㅂ 외국에서 bj랑 쓰리썸이나하러다니니 저러지,6개월 전
뉴진스 화이팅 언제나 응원해,6개월 전
"확실한 물증과 명백한 위법사항, 횡령증거들이 있어도 성공할까 말까인데
뚜렷한 증거는 없고 방시혁이랑 민희진 끼리 사이가 안좋다? 불화설?
기자회견에서 흘린 눈물? 이런것밖에 없는데 

대체 뭘로 하이브를 이기겠다는건지 모르겠다 

뉴진스 잘못이라는게 아니라
철저히 준비하고 몇년을 기다렸다가 진짜 
뉴진스 멤버 말 한마디에 회사가 움직일정도의 영향력이 있으면 모를까
회사 입장에서는 그냥 돈많이 벌어주는  철없는10대 소녀 그 이상 이하도 아닐텐데

하이브에서 소송 포기할리도 없고 위약금 터지면 
민희진이 책임져줄 능력은 있을지 모르겠고
그 어떤 소속사가 그 위약금 물고
뉴진스를 끌어안을수 있을까 싶고

설사 뉴진스가 이기고 위약금이 없더라도
소송이 몇달만에 끝나는것도 아니고 
5년 10년뒤에 활동 정상화되면 
지금과 같은 활동이 가능해질까?

그 수많은 유명 아이돌들이 왜 해체하고 
사업준비하고 연기배우고 하는 이유를 모르는건가?",6개월 전
뉴진스 응원합니다,6개월 전
뉴진스 파이팅!!,6개월 전
"지금 당장은 응원하고 편들어주겠지만
과연 소송에서 지거나 위약금을 물거나
동방신기처럼 출연제재를 받거나 

그렇게 5년 10년 지나가도
과연 같을수 있을까? 

그냥 기사 몇개 보고 위약금 낼필요가 없다?
회사는 우리의 요청을 들어주지 않는다? 
대표는 우리가 원하는 사람을 뽑아줘라?

이게 맞는건가?",6개월 전
뉴 버린다는 하이브에 남아있다한들 수납밖에 더되것소.,6개월 전
" @user-zIk5nIh8wxl  제로가 마이너스보다는 낫잖아요. 지금이라도 납짝 엎드렸다면 그래도 뉴진스 살려 쓸 가능성도 꽤 있었을텐데, 근거없이 자신감 있는 요새 여자들 티 팍팍 나네요",6개월 전
그냥 다이 아님?,6개월 전
ㅋㅋㅋㅋㅋ바보천지,6개월 전
"지난번 직장내 괴롭힘도 직장인 아니라고 법원에서 판결했는데 무슨 청문회를 또 해요? ㅋㅋ
그 청문회 조차도 원래부터 열릴만한 청문회도 아닌데 국개님들이 이슈몰이 하려고 만든 전대미문의 청문회였잖아요. 또 열어요? 진짜? 레알?",6개월 전
닥쳐!!!!!!,6개월 전
 @LeePadakpadakKkokkio  ㅋㅋ,6개월 전
 @ililiiiiillllll  ㅋㅋ,6개월 전
"음흉하고 찌질한 게, 어떤 회사가 떠오르네요 ㅋㅋㅋ",6개월 전
미안한데 니네 워딩이 하이브 문건하고 다를게 뭐냐 내로남불 하지말자 제발,6개월 전
나도 뉴진스팬이지만 기자를 비난할게 아니라 법적으로 해지가 안되는 상황인데  본인들이 파기하고 싶다고 파기 할수있냐고 묻는건데 기자를 왜욕해ㅋㅋ 이성적으로 생각좀 하셈,6개월 전
ㅋㅋㅋㅋ 우리가 하면 하는거지 법 그딴거 필요없다 이딴소리하는데 기자 입장에서 얼탱이 없지,6개월 전
 @vf-ch ?? 계약서에 있는 말인데 방구석 jot문가 납셧네 ㅋㅋㅋ 무식하고 게으릉거 티내는거 안부끄럽노?,6개월 전
 @user-mqdsaggjy 계약서에 있는 내용임ㅋㅋ 법적 검토 한 번 안받고 나왔겠냐? 넌 인생 그딴식으로 허술하게 사니까 뭐 니 기준에 그래 보이겟다 ㅋㅋ,6개월 전
 @vf-ch 나도 여자지만~ ㅋㅋㅋ 나도 남자지만~ ㅋㅋㅋㅋ,6개월 전
 @vf-ch 야 법적 검토도 안받고 나왔겠냐? 너처럼 인생 대충 살지 않아요 ~,6개월 전
 @user-mqdsaggjy 계약서나 보고 말하던가 부끄럽다 능지 ㅜㅜ,6개월 전
 @BOMBOMM-r1l 법적 조언 안받은거치고 이게 너무 실책인게 민희진이 배임혐의로 승소한게 하이브와 어도어는 모회사 자회사이긴하지만 별개의 법인이다라고 해서 승소한건데 민지가 누가봐도 하이브와 어도어는 한몸이기때문에 라고 해버렸다는거임. 여기서 모순점이 생김. 한몸이면 민희진이 배임이라는거고 한몸이 아니라면 뉴진스가 하이브때문에 나간다는건 인용이 안될꺼라는얘기임.,6개월 전
어떤 질문을 해도 무조건 하이브가 잘못했으니까 전속계약 해지라는 무식하고 개념없는 대답만 앵무새처럼 반복하는 걸 들어주고 있어야 하는 기자들이 불쌍할 지경임 법적으로 문제가 될만한 부분들을 질문했을뿐인데 기자들을 왜 욕함? 무슨 질문인건지도 모르겠다는듯 다들 멍청미 뿜뿜하다가  이해됐냐고 되묻는게 젤 씹스러웠음ㅋㅋㅋ,6개월 전
​ @camille_de 하이브 알바임?,6개월 전
승소가ㅜ아니라 가처분 인용입니다~~​ @장데녈 ,6개월 전
"무슨 동방신기처럼 출연제재에요.
JYJ가 결국 이겨서 SM에서 사과하고 붕짜붕짜했구만",6개월 전
​ @KaworuNagisa-d1p ...15년동안 티비출연못했어요 그나마 둘은 최고첨에있을때 개인팬덤이탄탄해서 각자도생으로버틴건데 뉴진스가 각자도생으로버틸수있다보시나요?,6개월 전
" @user-anna11101  말씀의 의도는 이해하겠는데 왜 뉴진스 멤버가 동방신기 만큼이 안되는거죠?
저도 동방신기 팬이었지만 뉴진스가 어떠한 데이터에서도 꿀릴 이유가 없습니다.
오히려 앞서면 앞섰죠.
전세계, 그것도 영미권까지 인정받고 음악성도 인정 받았습니다.
그 서사를 보긴 했.. 습니까?",6개월 전
 @KaworuNagisa-d1p 인정 받았어? 정말? ㅋㅋ,6개월 전
화려한 2년이었네 안타깝다 끝이 뭐가 됐든 불리한 싸움이 될거야,6개월 전
"이렇게 뉴진스는 역사에서 사라지는구나
민희진이랑 방시혁 싸움에 
아무것도 모르는 어린 애들만 희생되는구만...",6개월 전
ㅋㅋㅋ본인들기준으로 위약금낼필요없다고하면 계약서랑 법은왜있지?,6개월 전
뉴진스 응원해요!! 어린친구들이 너무 똑부러져서 뭘해도 성공할것같음..,6개월 전
이 와중 방시혁이는 LA에서 희희덕거리고 있음~ (-- ;),6개월 전
"애들아 세상이 그렇게 생각되로 되지않는단다
너희들을 응원하지만 계약이란게 쉬운게 아니다 특히 상식이 통하지않는
우리나라같은 개법이 존재하는곳에선
더심하지
힘든싸움이 될거야 아무튼 힘내",6개월 전
빌려쓸랩 사과하기 바쁨ㅋ,6개월 전
해린아 평소처럼 입 다물고 있어야지 ㅠㅠ,6개월 전
동덕진스 데뷔 축하합니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6개월 전
못된것만 배웠네…,6개월 전
뉴진스 응원합니다!,6개월 전
거짓말만 배웠네…,6개월 전
위약금 엄청 나오고 대형기획사인 하이브를 상대한다는건 쉽지 않습니다 하지만 이런 도전은 진짜 훌륭하네요 응원해요 홧팅!,6개월 전
탈하이브  응원합니다,6개월 전
"머 어쩌라고, 위약금 내고 나가",6개월 전
뉴진스 응원해요~,6개월 전
멋지다 뉴진스~ 용기있는 멋진 뉴진스 홧팅~,6개월 전
하이브 악재 해소 ㅅ ㅅ,6개월 전
"뭐라는건가... 하이브의 큰 결격사유가  아이돌이 계약을 유리하게 해지할만큼  있는것도  아닌데..  
민희진만 따르겠다는건지... 피프티와 뭐 다를게 있는건가... 피프티보다야 조건이 좋겠지만 사회가 그렇게 내맘대로 되는게 아닌데. 
엔터가 아니여도 발생할 수 있는 문제. 당연히 약자 보호는 최우선이지만  기업들은 계약을 꼼꼼하게 해야 할듯.",6개월 전
하고 싶은대로 해라,6개월 전
"정상을 누렸으니, 잠시 험한 길을 걷어도 의미가 있겠지. 불리하지만은 않은 싸움이다.",6개월 전
"이미 이겼음. 커트 코베인 같은 음악인이 하늘에서 도와줄껍니다.
물론 저도 도울꺼에요.",6개월 전
 @theppp7able  이미 졌어요. 당분간 활동은 못해요. 이것만으로도 진거예요.,6개월 전
라는 방시혁의 희망회로,6개월 전
꼰대인가요? 늙고 병든 겁쟁이 같은 소리하시는거 같아서요.,6개월 전
기자회견 하는거 보니까 진짜 아무것도 모르는구나 생각되네요,6개월 전
알바검거,6개월 전
"원래 법적 싸움은 양측 다 정신승리부터 하고 시작함.
빼박이니까 그렇겠죠😂",6개월 전
그냥 무논리에 이기적인걸 똑부러지다고 하나요..,6개월 전
이런 팬들이 애들을 사리분별 못하게 만드는거지 ㅠㅠ,6개월 전
​ @nania_316  너보단 몇수는 앞서고 똑똑한애덜이야 보면모르냐,6개월 전
Really? 😂😂😂,6개월 전
"동감합니다. 저런 눈빛과 기백, 선명함은 쉽게 볼수 있는건 아니지요.",6개월 전
 @nania_316 넌 저런 불이익 받아도 너를 책임져주고 지켜줬던 소중한 사람이 해임당하고 니 주변 사람과 너가 회사에서 개무시를 당해도 입처닫고 찌질하게 살아 ㅎㅎ 알겠지 ? 니 주변 사람들만 불쌍하다,6개월 전
 @nania_316  그건 딱너고 ㅉㅉ,6개월 전
 @nania_316  무턱대고 뭐가 무논리에 이기적인가요 ?,6개월 전
뭘해도 더이상 아이돌은 못할것 같은데,6개월 전
돈더벌려고. 계약. 해지하는거잖아….뉴진스.  못쓰는거 알까,6개월 전
"BTS next 🎉🎉🎉 HYBE is going bank off thus without money to pay for MHJ🎉🎉🎉Look what you said is totally fake by HYBE or some stupid ARMY Imaging, the real truth is HYBE going bank off thus without money to pay for MHJ🎉🎉🎉",6개월 전
잘못된길로 가는거뻔히알면서 오구오구거리는거 역겹다정말. 아님 정말모르는건가,6개월 전
"라고 20년 전에 JYJ 질꺼라고 호언장담하던 꼰대들 지금쯤 관속에 있겠지요😢😢
JYJ가 완승하고 사과까지 받아냈는데 말이죠",6개월 전
생각보다 댓알바가 많네요 뭐가 이리 남길래 서로힘들게 하시는지ㅋ,6개월 전
"​​ @KaworuNagisa-d1p  JYJ팬덤이였던것같은데 재들수준대우만받았어도 애들 안나왔어요...그리고 JYJ는20년계약이였고 5년동안 3시간2시간씩자면서 뺑이돌렸는데
정산서에 마이너스찍혀서 참다 나간거예요..재들이랑 차원이틀림 그래서 겨우  합의하고 나가서  15년동안 티비출연못했어요...
우리애들이랑 재들이랑동급취급하면 억울해요 진심...우리애들 겨우이제출연하기시작한거예요...각자도생으로진심 억울하네",6개월 전(수정됨)
빌려쓰랩ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6개월 전
너가!,6개월 전
"@ 한창
노래를 해도 좋은 소리를 들을까 밀까 한 판에 … 이런 싸움판에 애들이 니서서 저러는걸 보니…",6개월 전(수정됨)
댓글알바다!!!,6개월 전
@ 자기고백???,6개월 전
 @sunshine_A_rain  왜 거짓말이라고 생각하는지?,6개월 전
@ 너가 초딩이라 사실관계나 계약의 성립이 뭔지 모르는거 같은데?,6개월 전
 @sunshine_A_rain  ㅉㅉ 왜 거짓말이라고 생각하냐고,6개월 전
" @erjdi3672  ㅉㄷ 좀 찾아 보고 이야기 좀 해라..  난 하이브든 뉴진스든 엔터 자체를 별로 좋아하지 않고, 너처럼 믿고 싶은 것만 믿는 질문 대해서 사간 낭지하고 싶지 않은데~",6개월 전(수정됨)
왜 거짓말이라고 생각하시죠?,6개월 전
거짓말만일삼는 인간은 모든사람을 거짓말쟁이로 본다,6개월 전
거짓말은 하이브 돼지들이 하것지,6개월 전
"@ 정신차리자! 너와 내가 이런 온라인상에서 뉴닌스든 올드
진스든 세상 욕심이 만든 욕망의 허상 때문에 시긴을 낭비할 필요는 없는거..
난 아이돌이든, 뭔 엔터든 어른들이 만즐어 이렆게 싸우는 것 멸로 좋아하지도 않고, 뭔 의미가 있겠냐. 뉴진스
저 아이들이 저기에 앉아 자신이 무슨 이아기를 하는지 알고 있겠냐",6개월 전
 @sunshine_A_rain  뭐래누 댓글 ㅈㄴ많이 쓰면서ㅋㅋㅋㅎ 이런 나이 어린 학생들 영상보면서 댓글ㅈㄴ 많이 다는 님이 제일 시간허비를 많이 하고계세용,6개월 전
"@ 너부터 공부나 하세여~대댓글 달시간에, 뉴진스 쫓아 다니면서 엄마아빠돈 쓰지말고~",6개월 전(수정됨)
 @sunshine_A_rain  님도  댓글 달 시간에 자기관리나 하새요 어린학생들 보면서 거짓말이다 뭐다 하지말고 ㅋㅎㅋㅎㅋ,6개월 전
"@ 어리고 안어린가가 중요한게 아니고, 알만한건 아느냐 모르냐겠지~ 암튼 그대는 모르는걸로~",6개월 전(수정됨)
근데 이건 응원하는것보다... 정당한 법절차 받으면서 해지하는게 좋다고 보이긴함 돈문제가 크다보니 패소하거나 일부승인경우 대가가 너무 가혹할듯..,6개월 전
계약위반은 어도어가 했음 ㅋ,6개월 전
​ @barf9929  뉴진스도 어도어에 대한 계약 위반사항이 있을 가능성이 있어 보이는데 법원에서 판단 해 주겠지,6개월 전
진짜 하이브 주식 사야 되냐.... 희대의 똥볼을 연속으로 차는 뉴진스....,6개월 전
뉴진스 파이팅 ❤😊🎉,6개월 전
하던지 말던지,6개월 전
"동덕진스 기자회견 요약 : 나 기분 나빴쪄!!! 해지햇!!!! 흥!!!

근데 개인사업자 하니가 일개 근로자인 빌리프랩 매니저를 공개적으로 무고하여 정신적 괴롭힘을 가한 사건에 대하여 고용노동부는 가만히 있을거냐??
아... 전속계약해지 기자회견을 했으니 이 건도 슬슬 고발하겠지???
외국인의 내국인에 대한 허위사실에대한 명예훼손죄로....

이달소 츄 봐라.
소속사 나올 때 그렇게 팬들이 물고빨고 너만을 지킬거라며 떠들썩 하게 요란떨며 나오더니 나오고 나서 잠깐 반짝하고 지금 찌그러졌잖아~~~
그 때 그 팬들 다 어디갔냐?
30%는 갈아탔고 30%는 나이먹어 철들어 현생에 빠져들었을거다.
이것이 늬들의 미래다.
미련한 것들아... ㅋㅋㅋㅋㅋ",6개월 전
뉴진스 화이팅!,6개월 전
맘대로 하던지,6개월 전
순진한 아이들 어른들 감정싸움에 등터지네..,6개월 전
"계약이 누구 애들 이름이냐? 
니들 마음대로 해지하게 ㅋㅋㅋ
법이고 나발이고 없구나 아주 ㅋㅋ
범죄자가 당대표인 나라다 보니 ,  아주 무법천지네.",6개월 전(수정됨)
근데 위약금은 어떡함…?,6개월 전
뉴진스 힘내라,6개월 전
ㅡㅡ; 바지사장 따라가라,6개월 전
결말이 궁금하다.,6개월 전
"위약금이 6000억이네 뭐네 하던데
무턱대고 이렇게 하면 어쩌누?
나 뉴진스 너무 좋아해.
홧팅.",6개월 전
기자님들 진짜 하드캐리 하시네,6개월 전
주변에 어른들 진짜 뭐하는거냐????,6개월 전
좀 있으면 하이브 댓글알바들이 차지할 곳입니다.,6개월 전
제2의 피프티 배신돌!,6개월 전
민희진이랑 계속 가려는거 보기좋다,6개월 전
"삼프티   💰   뉴진스 
ㅉ  ㅉ",6개월 전
ㅂ2,6개월 전
2~300억 들여서 키워줬더니 낼름 처먹고 달아나네 저런 걸 도둑년이라고 하나,6개월 전(수정됨)
나라 짱먹어도 부부가 범죄저지르는 마당에 와이낫?,6개월 전
범죄자가 당대표인거에 불만인 사람이 사이비가 대기업 의장인건 안까노? 닥치고 응원이나 해라 이기,6개월 전
범죄자가 당대표가문제기도하지만 아내통제못하는 대통령이 무능하고 무식한게 신념이있는것도 팩트,6개월 전
뉴진스는 끝났다가 결말,6개월 전
하이브 안녕,6개월 전
이미 밑에쪽에 엄청 많네요 뉴진스 민희진 잘못 없습니다 댓글알바에 흔들리지 마세요 여러분,6개월 전
무조건적으로 감싸주는게 진정한 팬인가요.. 어린친구들이 잘못하고있는 점들에도 귀기울이고 나아가야 발전이있다고 생각합니다,6개월 전
 @nania_316   댓글 목록 보면 인생 꼬라지보이네 ㅋㅋㅋ 뉴진스 영상마다 달고 다니네,6개월 전
