time,text
1년 전,우리나라의 등록된 행사도 아닌데 타나라에서 유행되서 니들이 매년마다 개인적으로 하는 행사들 가지고 니들이 조심했어야지 이런사고 터지고 나서 공공기관들한테 책임을 줘달라 이런건 인간이 어디까지 이기적이여야 하는거냐
1년 전,이태원의비극 ㅠ ㅠ 기억하고 기억해야겠습니다
1년 전,이태원 이거 사건 재대로 파헤치지도 않고 그냥 덮었지 얼마나 썩은거냐 대한민국 ㅠㅠ
1년 전,또 이걸 비비씨에서 만들어주네
1년 전,ㅂㅅㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱ
1년 전,할로윈은 시탄숭배 기념일이라 일루미나티들이 요번에 사탄에게 인신제사 바친겁니다.저렇게 압사되기 전 그자들이 마약사탕을 길에서 먼저 나눠주고 사탕먹고 구토하며 이미 골목에 쓰러진 사람 수두룩했어요
1년 전,할로윈은 기념해야할 날이 아니라 사탄숭배자들이 실제로 사탄의식하는 날이니 다들 정신들 차리세요
1년 전,"여러분 대한민국이 중국화 되지 않도록 이것을 꼭 아시길 바랍니다!
좌파 친중 김대중이 중국 조선족들에게 특혜를 준 18가지 현재 진행형

조선족은,

1.국공립 어린이집 및 병설유치원 0순위​

아마 어린아이를 키우는 부모들은 이것이 얼마나 큰 혜택인지를 잘 알 것이다. 원하는 유치원에 갈 수 없어서, 멀리 차로 등하원시키는 부모 입장에선 정말 부러운 일이 아닐 수 없다. 

2.보육료, 육아도우미 비용 지원​


3. 학습지 비용 및  학원비 지원​

우리 대한민국 아이들은 학습지, 학원비를 지원 받지 않는다. 그러나 조선족은 학습지는 물론 학원비까지 무료라고 보면 된다. 

4. 학자금 지원 혜택

고등학교 및 대학교 등록금 할인 및 장학금 지급 대학등록금 할인에다가 장학금까지 준다는 조항이다. 장학금까지 생각해 보면, 학비는 거의 없다는 계산이 나온다. 그러므로 조선족이 아이들을 대한민국에서 키우면, 대학까지 거의 모든게 공짜라고 생각하면 된다.
기숙사도 우선 배정이다.

5. 기숙사 우선 배정​



6. 은행예금 이자 6% 이상​

7. 외화송금 수수료 할인​


돈을 달러나 위안화로 송금할 때도 수수료 할인을 받는다는 것이다. 그러니까 얼마든지 보내라는 이야기가 된다. 조선족들이 중국 내에 살고 있는 가족들에게만 보낸다고, 어찌 생각할 수  있겠는가. 수많은 송금에 의혹이 갈 수밖에 없다. 

8. ATM 수수료 면제
​
다음은 윤석열 대통령도 기겁을 하며 지적했던 의료비 문제다.

9. 의료비 지원​

단돈 얼마 의료보험료로 내고, 손자며느리까지 수백만원 혜택을 보는 게 중국조선족이다. 가족의 범위가 상상 이상이다. 도대체 얼마나 혜택을 주어야 하는가. 

10. 통신비 지원​

조선족은 통신비를 지원 받는다. 통신비 속엔 핸드폰 요금도 포함된다. 조선족에게 주는 혜택은 여기서 끝나지 않는다. 부동산 취득에 관한 혜택은 입이 다물어지지 않는다. 

11. 부동산 담보 대출 무제한

지금 필자는 눈이 의심스럽다. 혜택 조항에 대출 무제한이란 글자에 시선이 박힌다. 담보만 있다면, 수십억 수백억도 가능하리라는 생각이다. 담보의 실체도 의문이다. 그래서 실제로 엄청난 부동산을 조선족이 갖고 있다는 소문이 사실이었던 것이다. 

12. 대출이자 특별 할인​
영끌족들이 금리인상으로 대출이자를 갚느라 등허리가 휠 때, 조선족들은 이자도 깎아준다는 조항이다. 참으로 이럴 수가 있는가. 

13. 취득세 양도세 재산세 지원​

아예 공짜로 집이나 땅을 주는 게 낫겠다는 생각이다. 세금도 지원해 준다면, 부동산에 관한 한 모든 혜택을 주고 있다고 보아야 한다. 다시 한번 되새겨 보자.

세금까지도 지원해 준다?

그러나 더 기가막힌 조항이 다음에 있다. 

14. 투기관리지역 부동산 취득가능​

투기 염려가 있는 곳이라면, 사놓기만 하면 돈이 된다는 뜻이다. 이런 곳도 조선족은 취득할 수 있다. 억장이 무너진다. 그렇다면 투기꾼들이 조선족 명의로 얼마든지 사놓을 수 있다는 얘기가 아니겠는가. 여기서 끝나지 않는다. 주택도 거의 공짜다. 

15. 공공분양  및 공공임대 우선 순위​

임대주택도 일반국민보다 우선 준다는 조항이다. 누구보다 '우선 순위'란 1순위를 의미한다. 정확하게 말해서 조선족이라면, 그냥 와서 살으라는 것이다. 그렇다면, 조선족이 대한민국에 와서 취업을 하고 싶다면? 믿을 수 없게도 조선족은 대한민국 공무원 특채로 뽑힌다. 

16. 공무원 시험 다문화전형 특채​

조선족을 다문화가정으로 인정하여 공무원으로 특별채용 한다는 것은, 그 누구도 몰랐을 것이다. 따라서 공무원 채용시험 준비를 하고 있는 젊은이들이 뒷목을 잡고 쓰러질 일이다. 


이뿐만이 아니다.  각종 면허증 취득도 국비로 지원된다. 
17. 운전면허 및 각종 자격증 취득 국비지원 ​심지어, 선거권도 준다. 

18. 3년 국내 거주시 지방선거권 부여

조선족은 국적 변경없이도, 3년만 국내에 거주하면 지방선거에 참여할 수 있는 선거권을  갖는다는 조항이다. 그동안 선거가 중국에 이용당하는 이유가 여기에 있었다. 중국에 호의적인 도지사나 시장후보에게 몰표가 갈 수 있었고, 이를 빌미로 지난 6.1 지방선거에서 보았듯이 표를 이용해 정치적 협박도 가능했던 것이다. 

​"
1년 전,견찰들이 문제지 뭐. 경찰들이 확성기만 있었어도 저런 대참사는 안낫다.
1년 전,아악 야메떼!
1년 전,쳐 놀다때는 좋았제
1년 전,"이탁원특별법 거부하지마라
지원금을 막달 50으로올려줘라
우리는 국가폭력의 희생자다
진실을인양하라"
1년 전,지들끼리 밀고땅기고 해서 죽은거잖아..
1년 전,도대체 뭘 더 해야함ㅋㅋㅋㅋㅋㅋㅋ
1년 전,"실시간으로 봤습니다.
한 명이라도 더
구하려고 했던 의인님 기억합니다.
지금도 이런 분이 많아야
나라도 힘이 나지 않을까
생각이 듭니다"
1년 전,"책임질 사람? 그만좀 해 . 세월호가 안타까운건 교육의 커리큘럼안에 수학여행이 있는거고, 이태원은 그날 자율적으로 모여서 논거 잖아. 국가가 주체한 축제같은 행사도 아니었고, 못 모이게 막았으면 또 자유 침해라 그러면서 독재정권 어쩌고 했을거면서. 남의 탓 좀 그만해. 나도 자주 이태원 갔지만 할로윈은 진짜 안가려고 노력했어. 하필도 내생일이라 몇번 가게 됐는데 사람이 더럽게 많았거든 매번. 다들 들뜨고 술취해서 질서 개판이고.  그래서 2019년부터 이태원 안갔는데. 뭐."
1년 전,가운데 있었던 사람들 공포심 쩔었을듯 하늘로 솟지도 못하고 ㄷㄷ
1년 전,너무 뭐라고들 하지 마세요 인류의 평균 지능 상승에 기여하신 분들입니다!!
1년 전,기괴하긴 해
1년 전,벽구새기들
