time,text
2년 전,그니까 자식교육 잘시키셨어야.. 그런데 쳐 놀러다니고..ㅋㅋ 자식 잘못가르쳐놓고 뭐 잘했다고 저길 겨나오는지.. 역시 그자식에 그부모네요
2년 전,안타깝긴하나 사고자나요.과한요구는 노노
2년 전,일부러 상황을 키우려는게 눈에 너무 보여서 정말 싫으네요
2년 전,물로사고나서   슬프고 힘들지만 이건 아니지 정치적으르 이용하다니 민주당은 폭망해야된다
2년 전,도로에다리가 내려앉아  사고나서죽었다면 정부의책임 인가요?   민변  민주당 꺼나풀 어지간히 해라
2년 전,"2017년 제천스포츠센터 화재로 29명 사망 
인천 영흥도 낚시배 전복으로 13명 사망,
 2018년 밀양 세종병원 화재로 47명 사망,
 2020년 이천 물류센터 화재로 38명 사망, 
작년광주 학동 건물 붕괴로 17명 사망...................
했어도 단 한 번도 대통령 사과 요구한 적 없고 
문재인 물러나라 소리가 없었다. 
안타까운 죽음을 이용하는 세력은 명확히 존재한다."
2년 전,"진상 규명, 책임자 처벌!!"
2년 전,저기 나온인간들은 세월호만큼 뜯어내려고 작정한 인간들임… 자식얼굴을 더럽히지 않았으면 좋으련만…ㅉㅉ
2년 전,능력없는 이상민행자부장관은 사퇴하라 검찰은 책임자를 구속 수사해야한다  수 많은 젊은 이들이 무능한 정부때문에 죽었는데  이 나라는 아무도 책임을 지지 않고 있습니다   윤대통령이 잘해주길 바란 국민의 한 사람으로써 이젠 화가납니다
2년 전,참사는 엄청난 기회- 천공
2년 전,윤석열 탄핵이 답이네요
2년 전,유가족분들의 마음을 어찌 헤아릴 수 있을까요. 어떤 위로의 말씀을 드려야할지조차 모르겠습니다. 유가족분들 응원합니다.
2년 전,세월호처럼 국민 세금지원 반대합니다
2년 전,정치 몰이꾼들에게 설득 당했나?  제2. 세월호 느낌
2년 전,"저렇게 이름과 사진이 있는데 
정부 여당 너네들이 2차가해자들이다
이 살인마들아 ~~~"
2년 전,"자식없는 윤도리는 자식잃은 부모마음을 알수가있을까요? 
자식잃은 부모님 슬픔을 윤도리는 전혀알지못합니다.
국민의 생명과 안전을 책임지지못한 정부 관계자및 윤도리는 탄핵만이 답이다. 
5공 군사독재만도 못한 검찰공화국 윤도리는 당장 사죄하고 내려와라,,!
검찰개혁. 언론개혁. 사법개혁하라..
그리고 책임자 처벌하라,,!!"
2년 전,삼가고인의 명복을 빕니다. 힘내세요~
2년 전,그들의정치 시즌2 시작이네.. ㅉㅉㅉ
2년 전,정치공세 시작됐구만. 역시 민변이 나서고
2년 전,유가족 대표단인가요? 아니면 일부 유족인가요?
2년 전,"희생자들의 죽음은안타깝지만 국가에서 그곳에가라고  명령한 것은 아니라 
 어디까지 책임을 져야 하는지요. 사고 나는것마다 어떻게 세금으로 충당할까요"
2년 전,피눈물 난다
2년 전,"유가족의 참담한 심정 어찌 다 헤아릴 수 있을까요 위로드리고 끝까지 지켜보겠습니다  
1029참사 진상규명하고 책임자를 처벌하라"
2년 전,유가족분들 돈 잘챙기세요. 홧팅
2년 전,원인 정치이용은말자
2년 전,"정부와 윤석열로부터 정식 사과받고, 이상민을 비롯한 모든 관련자들 사법처리되고 난 후
정부의 책임에 대한 아주 충분한 배상을 받으셔야 합니다.
국민이 응원합니다."
2년 전,어쩌다 나라가 이모양이 되었는지...정치검찰 법구데타독재정권이 빨리 끝나기만 기도 합니다.
2년 전,정말 악마정부란 표현이 맞는 것 같다.
2년 전,이거는 실시간 뉴스에도 복붙하던데  알바비 쏠쏠한갑네 건당100원이냐?
2년 전,대통령 여러번 사과하고 분향소 매일갔는데 뭔사과를 자꾸하란거냐?  행안부장관이 어떤근거로 사법처리가 될꺼라 생각하지?
2년 전," @김때굴때굴  영상 안보셨나보네요. 세계인권현장에서도 유가족의 권리를 보상뿐만 아니라 진상규명, 참사재발방지대책이라고 정하고 있답니다. 서울한복판에서 이해할 수 없는 이유로 자식이, 서서, 질식사로 죽었는데 대통령이 4번 분향하면 다 해결이 되는건가요? 

지금까지 밝혀진 사실만 따져볼게요. 파출소로 시민들이 안전위해 인력배치해달라는 전화 기록 정부는 다 알고있었으면서 언론이 기사내기 전까지 본인들은 잘못없다고 입 싹 닦고, 시민들 모두 어안이 벙벙해서 자발적으로 추모하고 진상규명 요청하는데 정부에서는 시민들에게 애도기간에는 추모만하는거라고 윽박지르면서 뒤에서는 반정부시위 대비 비밀문건 만들어서 시민단체 반응 사찰하고 그랬죠. 올해만 용산구청에서 인파대비 계획 안세웠다면서요? 이건 왜 그런지 밝혀졌나요? 뭐 더 말해볼까요?"
2년 전, @김때굴때굴  돈이 빠져서 그런가 봄
2년 전,이걸 정치적으로 이용하는 느그찢이 악마지
2년 전,"눈물이 납니다.
이들을 모이지  못하게 한 국가가 원망 스럽습니다.
책임자 처벌과 위령비 건립
그리고 진정한 추모가 필요합니다"
2년 전,"국가가 이들을 죽인거다
무관심 사고라고 변명하고
책임자 처벌도 안하고
대통령은 마음이 아프다고 하고  하지만 진정한 사과는 없었다
엉망진창 대한민국"
2년 전,문재인때 하도 속아서... 괸히 의심이 우선시되네요... 부디 정치권과 엮이시지마시길... 세월호 유족협의회 같은 실수하지마시길... (아직도 세월호때 리본 프로필사진으로 쓰고있음)
2년 전,정부 행태가 한심하고 기가 막힙니다
2년 전,당연히 나서야 합니다 목소리 내셔야 합니다 무능한 대통령 무능한 점부
2년 전,고인의 명복을 빕니다. 유가족분들 힘 내십시요!
2년 전,놀러가서 죽을 걸 가지고 정부 탓하냐 정치화하냐는 댓글들 대꾸할 가치조차 없다
2년 전,수사하고 있고 기다려야지 책임질사람들 책임지고
2년 전,풀영상이 아닌데?
2년 전,울컥 ㅠ  힘내세요 10.29참사 유가족분들
2년 전,술마시고 놀러가서 죽은걸...... 이렇게까지 할일인가싶기도 하다
2년 전,"마음이 너무 아픕니다 
진실을 위해 함께 하겠습니다 
우리 모두의 일입니다 
지금 정부가 하는 행태를 보면 또다른 참사가 안일어날꺼란 보장이 없습니다 
우리는 단지 운이 좋아 살아있을뿐입니다"
2년 전,그만합시다. 그만해. 이태원 사망자가 무슨 독립운동가인가?
2년 전,정부는 유가족들이 제일 중요하다매?
2년 전,"유가족들이  뭉치지 못하게 하고, 흩어놓으려 별의별 공작정치를 하는 악마들인 석열이와 그 하수인들을 꼭 응징해야 한다 !"
2년 전,자식들 야밤에 이태원 갈때 부모들은 뭐했어?
2년 전,이런 나라가 어디 있습니까???  세계 어느나라 더많은 사람들이 모여도 이런 참사없습니다  무능한 정부 술이나 퍼마실줄 알았지 참답합니다. 탄핵만이 살길입니다
2년 전,자식을 낳아 얼르고 젖을 물려보고 밤잠자지 않고 키워본 부모라면 유족의 저 절절한 심정에 공감가지 않을 사람은 없을 거라고 봅니다. 심지어 자식을 키우고 있는 행안부 장관이 유족의 명단이 처음부터 있었는데 참사의 책임을 회피하고 사퇴하지 않고 폼나게 사표라는 악담을 입에 올리면서 국회에서 거짓말을 하는 모습을 보건데 정의가 존재하고 이를 실천할 의지가 있다면  그 죄업을 받을 것입니다.
2년 전,자기 자신들이 그리 만드는거죠 자업자득이라고 들어보셧나
2년 전,이미 시즌2수순 가고있음.  저러면 오히려 국민들 피로도만 높이는건데.  민주당 진짜 나쁜것들임. 아사리판 다만들어놓고 무슨애도를하라는건지
2년 전,그럼 일하다 죽어야 하냐 니 초등이냐?
2년 전, @달콤봉봉  그래서 희생자들이 일하다 죽었냐? 지능몇?
2년 전, @김때굴때굴  뭔 동문서답 ?
2년 전, @달콤봉봉  풉  지가 일하다죽은 사람한테도 그말할꺼냐고 댓글써놓고  싹지우고 딴소리하는거봐 ㅋㅋ 와~  ㅆ 소름돋는다 1찍이 뻔뻔함 봐라
2년 전,"이런글 적지마세요
여기서 시체팔이가 멉니까
이런 악성댓글도 범죄입니다
당신에 가족 자녀도 없습니까"
2년 전,인생 똑바로 살아라...
2년 전, @김훅훅-q4e  그만큼 세월호때부터 국민들 피로도가 높은거죠.
